transaction_id,phone,store,item_name,price,price_per_item,quantity,id,name,email
1117,629-807-5687,PetPals Mart,Oreoz,6.0,3.0,2,81.0,Ahmad Castro,Ahmad.Castro@example.com
1118,107-156-5064,PetPals Mart,Dovee,2.0,1.0,2,283.0,Autumn Hensley,Autumn.Hensley@example.com
1119,505-476-1251,PetPals Mart,Krafty Cheddar,4.0,4.0,1,430.0,Huw Pearson,Huw.Pearson@example.com
1119,505-476-1251,PetPals Mart,Colgatex,4.0,2.0,2,430.0,Huw Pearson,Huw.Pearson@example.com
1119,505-476-1251,PetPals Mart,Popsi,6.0,3.0,2,430.0,Huw Pearson,Huw.Pearson@example.com
1120,728-796-4352,BestChoice Buy,Flixnet,33.0,11.0,3,197.0,Tiago Dunn,Tiago.Dunn@example.com
1120,728-796-4352,BestChoice Buy,KittyKat,3.0,3.0,1,197.0,Tiago Dunn,Tiago.Dunn@example.com
1121,271-604-3446,Urban Outfitters Loft,KittyKat,6.0,2.0,3,234.0,Esmee Harmon,Esmee.Harmon@example.com
1121,271-604-3446,Urban Outfitters Loft,GatorBoost,3.0,3.0,1,234.0,Esmee Harmon,Esmee.Harmon@example.com
1122,782-806-6417,PetPals Mart,Dovee,1.0,1.0,1,990.0,Juliette Luna,Juliette.Luna@example.com
1122,782-806-6417,PetPals Mart,Colgatex,2.0,2.0,1,990.0,Juliette Luna,Juliette.Luna@example.com
1122,782-806-6417,PetPals Mart,Oreoz,6.0,3.0,2,990.0,Juliette Luna,Juliette.Luna@example.com
1123,312-891-9587,Urban Outfitters Loft,Popsi,3.0,3.0,1,251.0,Grayson Rasmussen,Grayson.Rasmussen@example.com
1124,247-523-1403,SparkMart,Colgatex,4.0,4.0,1,86.0,Douglas Browning,Douglas.Browning@example.com
1124,247-523-1403,SparkMart,Popsi,10.0,5.0,2,86.0,Douglas Browning,Douglas.Browning@example.com
1124,247-523-1403,SparkMart,RedCow,10.0,5.0,2,86.0,Douglas Browning,Douglas.Browning@example.com
1125,626-458-8110,Urban Outfitters Loft,Oreoz,6.0,3.0,2,693.0,Jayden Dunlap,Jayden.Dunlap@example.com
1125,626-458-8110,Urban Outfitters Loft,RedCow,3.0,3.0,1,693.0,Jayden Dunlap,Jayden.Dunlap@example.com
1125,626-458-8110,Urban Outfitters Loft,Flixnet,30.0,10.0,3,693.0,Jayden Dunlap,Jayden.Dunlap@example.com
1126,724-444-3001,Urban Outfitters Loft,Flixnet,10.0,10.0,1,746.0,Isabelle Jenkins,Isabelle.Jenkins@example.com
1126,724-444-3001,Urban Outfitters Loft,Popsi,6.0,3.0,2,746.0,Isabelle Jenkins,Isabelle.Jenkins@example.com
1127,598-173-8153,Trader Tales,Dovee,2.0,2.0,1,705.0,Vincent Garrison,Vincent.Garrison@example.com
1127,598-173-8153,Trader Tales,Colgatex,6.0,3.0,2,705.0,Vincent Garrison,Vincent.Garrison@example.com
1127,598-173-8153,Trader Tales,Popsi,4.0,4.0,1,705.0,Vincent Garrison,Vincent.Garrison@example.com
1128,852-236-4050,Urban Outfitters Loft,Dovee,1.0,1.0,1,373.0,Robbie Paul,Robbie.Paul@example.com
1129,196-551-2162,SparkMart,RedCow,5.0,5.0,1,445.0,Marco Fletcher,Marco.Fletcher@example.com
1129,196-551-2162,SparkMart,Krafty Cheddar,12.0,6.0,2,445.0,Marco Fletcher,Marco.Fletcher@example.com
1130,530-539-9474,BestChoice Buy,KittyKat,6.0,3.0,2,258.0,Felicity Tran,Felicity.Tran@example.com
1130,530-539-9474,BestChoice Buy,Colgatex,9.0,3.0,3,258.0,Felicity Tran,Felicity.Tran@example.com
1130,530-539-9474,BestChoice Buy,Krafty Cheddar,5.0,5.0,1,258.0,Felicity Tran,Felicity.Tran@example.com
1131,778-172-1502,Trader Tales,RedCow,8.0,4.0,2,855.0,Yaseen Kennedy,Yaseen.Kennedy@example.com
1131,778-172-1502,Trader Tales,Popsi,4.0,4.0,1,855.0,Yaseen Kennedy,Yaseen.Kennedy@example.com
1132,545-458-1679,Trader Tales,Krafty Cheddar,10.0,5.0,2,63.0,Johnathan Berger,Johnathan.Berger@example.com
1132,545-458-1679,Trader Tales,GatorBoost,8.0,4.0,2,63.0,Johnathan Berger,Johnathan.Berger@example.com
1133,699-966-4749,BestChoice Buy,Dovee,2.0,2.0,1,69.0,Saoirse Keller,Saoirse.Keller@example.com
1134,919-925-5280,BestChoice Buy,RedCow,8.0,4.0,2,868.0,Cecilia David,Cecilia.David@example.com
1135,148-739-3707,PetPals Mart,Flixnet,20.0,10.0,2,332.0,Gertrude Huffman,Gertrude.Huffman@example.com
1135,148-739-3707,PetPals Mart,GatorBoost,3.0,3.0,1,332.0,Gertrude Huffman,Gertrude.Huffman@example.com
1136,270-914-6681,PetPals Mart,Krafty Cheddar,8.0,4.0,2,416.0,Emilie Mckee,Emilie.Mckee@example.com
1136,270-914-6681,PetPals Mart,Dovee,1.0,1.0,1,416.0,Emilie Mckee,Emilie.Mckee@example.com
1136,270-914-6681,PetPals Mart,Colgatex,2.0,2.0,1,416.0,Emilie Mckee,Emilie.Mckee@example.com
1137,264-319-7312,Urban Outfitters Loft,Dovee,1.0,1.0,1,289.0,Adele Cantrell,Adele.Cantrell@example.com
1137,264-319-7312,Urban Outfitters Loft,Colgatex,2.0,2.0,1,289.0,Adele Cantrell,Adele.Cantrell@example.com
1138,659-190-9378,Trader Tales,Flixnet,22.0,11.0,2,15.0,Leroy Barrera,Leroy.Barrera@example.com
1138,659-190-9378,Trader Tales,RedCow,4.0,4.0,1,15.0,Leroy Barrera,Leroy.Barrera@example.com
1138,659-190-9378,Trader Tales,KittyKat,3.0,3.0,1,15.0,Leroy Barrera,Leroy.Barrera@example.com
1139,582-574-4299,PetPals Mart,Dovee,3.0,1.0,3,554.0,Tyrell Holman,Tyrell.Holman@example.com
1139,582-574-4299,PetPals Mart,Flixnet,10.0,10.0,1,554.0,Tyrell Holman,Tyrell.Holman@example.com
1139,582-574-4299,PetPals Mart,Colgatex,4.0,2.0,2,554.0,Tyrell Holman,Tyrell.Holman@example.com
1140,821-675-4190,SparkMart,Dovee,3.0,3.0,1,377.0,Phyllis Gill,Phyllis.Gill@example.com
1140,821-675-4190,SparkMart,Oreoz,5.0,5.0,1,377.0,Phyllis Gill,Phyllis.Gill@example.com
1141,313-206-2033,BestChoice Buy,RedCow,4.0,4.0,1,706.0,Elisha Garza,Elisha.Garza@example.com
1141,313-206-2033,BestChoice Buy,KittyKat,3.0,3.0,1,706.0,Elisha Garza,Elisha.Garza@example.com
1142,547-388-2503,Trader Tales,Colgatex,9.0,3.0,3,210.0,Alessia Jenkins,Alessia.Jenkins@example.com
1143,489-241-7631,PetPals Mart,RedCow,3.0,3.0,1,7.0,Inaaya Velasquez,Inaaya.Velasquez@example.com
1144,312-891-9587,Trader Tales,Dovee,6.0,2.0,3,251.0,Grayson Rasmussen,Grayson.Rasmussen@example.com
1145,416-776-3422,Urban Outfitters Loft,KittyKat,2.0,2.0,1,577.0,Yasin Rogers,Yasin.Rogers@example.com
1145,416-776-3422,Urban Outfitters Loft,GatorBoost,3.0,3.0,1,577.0,Yasin Rogers,Yasin.Rogers@example.com
1145,416-776-3422,Urban Outfitters Loft,Dovee,2.0,1.0,2,577.0,Yasin Rogers,Yasin.Rogers@example.com
1146,627-954-8991,Targeted Treasures,Dovee,3.0,3.0,1,165.0,Amira Berg,Amira.Berg@example.com
1146,627-954-8991,Targeted Treasures,Popsi,10.0,5.0,2,165.0,Amira Berg,Amira.Berg@example.com
1147,934-954-3387,Urban Outfitters Loft,Flixnet,20.0,10.0,2,441.0,Conrad Hanna,Conrad.Hanna@example.com
1147,934-954-3387,Urban Outfitters Loft,KittyKat,2.0,2.0,1,441.0,Conrad Hanna,Conrad.Hanna@example.com
1147,934-954-3387,Urban Outfitters Loft,Colgatex,2.0,2.0,1,441.0,Conrad Hanna,Conrad.Hanna@example.com
1148,778-566-2709,Trader Tales,Colgatex,3.0,3.0,1,957.0,Effie Jordan,Effie.Jordan@example.com
1148,778-566-2709,Trader Tales,Krafty Cheddar,5.0,5.0,1,957.0,Effie Jordan,Effie.Jordan@example.com
1149,220-296-3772,PetPals Mart,Dovee,1.0,1.0,1,195.0,Jorge Maldonado,Jorge.Maldonado@example.com
